id,course,name,intro,introformat,grade,globalid,timeopen,timeclose,timelimit,memlimit,nproc,timediscount,discount,allowlate,attempts,keeplatestonly,inputfile,outputfile,presetcode,generator,validator,generatortype,validatortype,validatorlang,showmode,timemodified,completionac
23216,1717,5. 简单的 printf 和 scanf,"<p>??? printf函数和scanf函数是C语言中最常用的函数之一，下面让我们练习一下吧。</p>
<p><strong>输入：<br /></strong>??? 整型变量x的值。</p>
<p><strong>输出：<br /></strong>??? 输出整型变量x对应的十进制、八进制和十六进制形式。</p>
<p><span style=""color: #0000ff;"" color=""#0000ff"">认真看看 -1 的八进制和十六进制输出，请想想是为什么。</span></p>",1,5,,1568613600,1573055700,1,0,0,1570377300,8,0,0,1,,,,,,0,0,,1,1572346841,0
23217,1717,2. 【入门】Welcome to Beijing.,"<p>让我们来练习如何显示多行文字。</p>
<p><strong>输入：</strong>无</p>
<p><strong>输出：</strong>就是下面的那段文字。</p>",1,5,,1568613600,1573055700,1,0,0,1570377300,8,0,0,1,,,,,,0,0,,1,1572346739,0
23218,1717,1. 【入门】Hello world.,"<p style=""margin-right: 0px;"" dir=""ltr"">让我们用C语言向世界问好。</p>
<p>最早的程序基本是这个样子的：</p>
<p style=""font-family: courier new,courier,monospace;"" face=""courier new,courier,monospace""><span style=""font-family: courier new,courier,monospace;"" face=""courier new,courier,monospace"">#include <span style=""color: #8b0000;"" color=""#8b0000"">&lt;</span><span style=""color: #ff0000;"" color=""#ff0000"">stdio.h</span></span><span style=""font-family: courier new,courier,monospace;"" face=""courier new,courier,monospace""><span style=""color: #8b0000;"" color=""#8b0000"">&gt;<br /></span>int <span style=""color: #0000ff;"" color=""#0000ff"">main</span></span><span style=""font-family: courier new,courier,monospace; color: #808000;"" face=""courier new,courier,monospace"" color=""#808000"">()<br /></span><span style=""font-family: courier new,courier,monospace;"" face=""courier new,courier,monospace""><span style=""color: #808000;"" color=""#808000"">{<br /></span><span style=""color: #0000ff;"" color=""#0000ff"">??? printf</span><span style=""color: #808000;"" color=""#808000"">(</span><span style=""color: #8b0000;"" color=""#8b0000"">""</span><span style=""color: #ff0000;"" color=""#ff0000"">Hello world.</span><span style=""color: #000080;"" color=""#000080"">\</span><span style=""color: #ff0000;"" color=""#ff0000"">n</span><span style=""color: #8b0000;"" color=""#8b0000"">""</span><span style=""color: #808000;"" color=""#808000"">)</span></span><span style=""font-family: courier new,courier,monospace;"" face=""courier new,courier,monospace""><span style=""color: #808080;"" color=""#808080"">;<br /></span><span style=""color: #808080;"" color=""#808080"">??? </span><span style=""color: #008000;"" color=""#008000"">return </span><span style=""color: #808080;"" color=""#808080""></span><span style=""color: #800000;"" color=""#800000"">0</span></span><span style=""font-family: courier new,courier,monospace;"" face=""courier new,courier,monospace""><span style=""color: #808080;"" color=""#808080"">;<br /></span><span style=""color: #808000;"" color=""#808000"">}</span></span></p>
<p>请模仿上面的程序，看看是否可以通过编译？如果你能通过这个简单的程序，那就让我们继续完成后面的习题吧。</p>
<p><strong>输入：</strong>无</p>
<p><strong>输出：</strong>Hello world.</p>",1,5,,1568613600,1573055700,1,0,0,1570377300,8,0,0,0,,,,,,0,0,,1,1572346723,1
23219,1717,3. 【入门】求A+B,"<p>我们已经学了如何使用 scanf 函数中输入整型数据（%d），下面让我们使用 scanf 函数来输入两个整数，然后求它们的和。</p>
<p><strong>输入：<br /></strong>??? 整数1? 整数2</p>
<p><strong>输出：<br /></strong>??? 整数1+整数2=和</p>",1,5,,1568613600,1573055700,1,0,0,1570377300,8,0,0,0,,,,,,0,0,,1,1572346804,1
23220,1717,4. 【入门】求整数的 3次方,"<p>输入一个整数 x，输出 x 的3次方。想一想，在C语言中如何用公式来表达 x 的 3次方？</p>
<p><strong>输入：</strong>一个整数。</p>
<p><strong>输出：</strong>该整数的 3 次方值。</p>",1,5,,1568613600,1573055700,1,0,0,1570377300,8,0,0,0,,,,,,0,0,,1,1572346782,1
23221,1717,6. 【入门】整数比大小,"<p>小明上了小学一年级，老师开始教他认识两个数哪个大，哪个小。计算机要学会这个可以使用 if 语句，也可以使用三目运算 ? 。</p>
<p><strong>输入：</strong>两个整型数</p>
<p><strong>输出：</strong>两个整型值中的最小值</p>",1,5,,1569218400,1573401300,1,0,0,1570722900,8,0,0,0,,,,,,0,0,,1,1572346874,0
23222,1717,7. 【入门】输出字符的 ASCII 码,"<p><b>背景：</b><b></b></p>
<p>我们在计算机基础中已经学过：字母在计算机中采用ASCII码进行存储。下面要从键盘上输入任意一个字符，然后输出该字符对应的ASCII码。</p>
<p><b>输入：</b><b></b></p>
<p>??? 一个字符</p>
<p><b>输出：</b><b></b></p>
<p>??? 该字符对应的ASCII码</p>
<p><b>说明：</b><b></b></p>
<p>如果编程有问题，请先看看教材P51的例题3-4，然后再办法发挥一下……</p>",1,5,,1569222000,1573401300,1,0,0,1570722900,8,0,0,0,,,,,,0,0,,1,1572346890,1
23223,1717,8. 【中学】计算圆柱的侧面积及体积,"<p>该如何处理 double 型的数据：如何定义变量类型？如何使用 scanf 函数？</p>
<p>如果已知圆柱的底面半径 r ，以及高 h ，则可计算出圆柱的侧面积 s=2 π r h ，体积 v=π r <sup>2 </sup>h 。其中 π=3.1415926。</p>
<p><strong>输入： </strong><br />第一行输入圆柱的底面半径 r<br />第二行输入圆柱的高 h</p>
<p><strong>输出： </strong><br />s=&lt; 圆柱的侧面积 &gt;,v=&lt; 圆柱的体积 &gt;</p>
<p><strong>要求 </strong><br />1. 所有变量都定义为双精度类型<br />2. 结果精确到小数点后两位</p>",1,5,,1569218400,1573401300,1,0,0,1570722900,8,0,0,1,,,,,,0,0,,1,1572346905,0
23224,1717,9. 【小学】一年级的算术题,"<h4>背景：<br />??????小明上小学一年级了，老师已经教会了他们整数的 +、-、*、/、% 计算，下面老师开始出题，请小明给出计算结果。</h4>
<p><strong>输入：<br /></strong>??? 两个整数，每个整数之间使用空格分隔。例如输入格式为：123? 444</p>
<p><strong>输出：<br /></strong>??? 分别输出按照整型数据进行 +、-、*、/、* 之后的运行结果。</p>",1,5,,1569222000,1573401300,1,0,0,1570722900,8,0,0,1,,,,,,0,0,,1,1572346926,1
23225,1717,10. 【中学】判断三角形的形状,"<h2 style=""text-align: left;""><span style=""color: inherit; font-family: inherit;"">要求：</span></h2>
<p>输入三角型的三条边，判断三角形的形状。假设输入的三边边长均&gt;0。</p>
<p>（提示：本题中应该要用到 if 语句嵌套）</p>
<h2 style=""text-align: left;"">输入：</h2>
<p>三角型的3条边的长度（int型）。</p>
<h2 style=""text-align: left;"">输出：</h2>
<p>等边三角形：equilateral triangle.<br />等腰三角形：isoceles triangle.<br />不构成三角形：non-triangle.<br />一般三角形：triangle.</p>",1,5,,1569218400,1573401300,1,0,0,1570722900,8,0,0,1,,,,,,0,0,,1,1572346948,1
23226,1717,20.分数的四则运算,"<p>在小学时我们就学习了分数的四则运算，即对两个分数进行加、减、乘、除等运算，现在我们尝试下用C语言来实现。</p>
<p><strong>输入：</strong></p>
<p><strong>??? </strong>分数1 操作符 分数2</p>
<p><strong>输出：</strong></p>
<p><strong>??? </strong>计算结果</p>
<p><strong>要求：</strong></p>
<p>计算结果使用分数表示，并且为最简化。例如结果为2/6，则被简化为1/3</p>",0,10,,1570492800,1574870100,1,0,0,1572191700,8,0,0,1,,,,,,0,0,,1,1572347200,0
23227,1717,11. 【中学】计算时钟的夹角,"<p><strong>背景： </strong></p>
<p>钟面上的时针和分针之间的夹角总是在 0 ～180之间 ( 包括 0 <a title=""TeX"" href=""http://ss.bit.edu.cn/moodle/filter/tex/displaytex.php?0%5E%5Ccirc"" target=""popup""></a>和180 <a title=""TeX"" href=""http://ss.bit.edu.cn/moodle/filter/tex/displaytex.php?180%5E%5Ccirc"" target=""popup""></a>) 。举例来说，在十二点的时候两针之间的夹角为 0 <a title=""TeX"" href=""http://ss.bit.edu.cn/moodle/filter/tex/displaytex.php?0%5E%5Ccirc"" target=""popup""></a>，而在六点的时候夹角为180 <a title=""TeX"" href=""http://ss.bit.edu.cn/moodle/filter/tex/displaytex.php?180%5E%5Ccirc"" target=""popup""></a>，在三点的时候为90 <a title=""TeX"" href=""http://ss.bit.edu.cn/moodle/filter/tex/displaytex.php?90%5E%5Ccirc"" target=""popup""></a>。本题要解决的是计算 12:00 到 11:59 之间任意一个时间的夹角。</p>
<p><strong>输入： </strong></p>
<p>每组测试数据包含两个数字：第一个数字代表小时 ( 大于 0 小于等于 12) ，第二个数字代表分 ( 在区间 [0, 59] 上 ) 。</p>
<p><strong>输出： </strong></p>
<p>对应每组测试数据，用常用格式显示时间以及这个时候时针和分针间的最小夹角，精确到小数点后一位。输出格式如下所示。</p>
<p>再看一看，想一想：是否可以不用if 语句，只使用 printf 函数来简化你的程序？</p>",1,5,,1569542400,1573660500,1,0,0,1570982100,8,0,0,1,,,,,,0,0,,1,1572347007,1
23228,1717,13.【中学】求解一元二次方程,"<p>初中的小明已经开始学习求解一元二次方程了，下面让我们来教计算机如何求解。输入 a,b,c ，求一元二次方程 ax?+bx+c=0 的根。</p>
<p><strong>输入：</strong><br />假设 a，b，c均int。</p>
<p><strong>输出：</strong><br />要求输出的根为 double 型，保留 6 位小数。</p>
<p><strong>说明：</strong>如果不会作，请参考教材P108的例5-17</p>",1,5,,1569542400,1573660500,1,0,0,1570982100,8,0,0,1,,,,,,0,0,,1,1572347038,1
23229,1717,12. 【入门】大小写字母转换,"<p>我们知道，英文字母是分大小写的，下面我们需要编写一个简单的程序，将输入的全部小写字母变换为大写字母，大写字母变换为小写字母，非写字母保持不变。</p>
<p><b>输入：</b><b></b></p>
<p>??? 一个字符</p>
<p><b>输出：</b><b></b></p>
<p>??? 变换后的字符</p>",1,5,,1569542400,1573660500,1,0,0,1570982100,8,0,0,0,,,,,,0,0,,1,1572347023,1
23230,1717,16.【日期】根据日期求星期,"<p>任意给出一个年月日，求出是星期几。</p>
<p><strong>输入：</strong></p>
<p><strong>??? </strong>年 月 日</p>
<p><strong>输出：</strong></p>
<p><strong>??? </strong>0～6。<br />??? 星期日用 0 表示，星期一用 1 表示，星期二用 2 表示......星期六用 6 表示。</p>
<p>假设年份大于1900。先想一想：我们现在只会使用 if 语句，该如何建立<span style=""color: #ff0000;"">数学模型</span>？找到数学模型是解决本题的关键。</p>
<p>看了部分先完成同学提交的程序，有人居然使用数组了，这个太不应该，因为我们根本就没有讲数组，让我怀疑使用数组的程序是抄的。</p>",1,5,,1570492800,1574870100,1,0,0,1572191700,8,0,0,1,,,,,,0,0,,1,1572347101,1
23635,1717,14. 计算学分绩,"<p>按分数统计学分，将分数分为五个分数段，</p>
<p>分别是：[90,100]、[80,90)、[70,80)、[60,70)、[0,60)五个区间(不遵循四舍五入的规则)，对应的学分系数分别是：</p>
<p>1.4,? ? ? ?1.2,? ? ? ?1.1? , 1? 和0</p>
<p>输入一个学生某门课的成绩M和这门课的学分K，输出他的学分绩F。</p>",1,5,,1569593100,1573659000,1,0,0,1570980600,8,0,0,0,,,,,,0,0,,1,1579538170,0
23636,1717,15. 计算生日还有几天,"<p>假设你有个女朋友（纯假设，有也不算），她每年都要你陪她过生日，还要你倒计时，盼星星盼月亮地等着她过生日。</p>
<p>今年（2019年），她得知你学了C语言，便要你时刻记住她的生日，像高考一样，采用倒计时算法。</p>
<p>要求：</p>
<p>输入：两个日期(月和日用“：”分开)，第一个日期是你女朋友的日期，第二个日期是今天的日期。<br />输出：还有几天到她的生日。如果是负数，就说明她的生日已经过了，那你就等着被修理吧！</p>
<p></p>
<p>例如：</p>
<p>输入：2:1? ? ? 2:2</p>
<p>输出：1</p>",1,5,,1569593700,1573659000,1,0,0,1570980600,8,0,0,0,,,,,,0,0,,1,1579541253,0
23706,1717,武分支1--输出某年某月的天数,"<p>关于“闰年虫”的新闻<br /> 2012 年 2 月 29 日零时，广州约 1500 辆出租车突然“打不了表”，是因计价器被“闰年虫”咬了一口。众的哥无法营运后，扎堆前往检测站维修，又因维修人手严重不足而大排长龙。受此影响，早高峰重现“打车难”。</p>
<p>造成闰年虫（bug）的原因在于计算机设计之初，没有很多的规划闰年的处理方式。</p>
<p><strong>题目：</strong></p>
<p>求任意一年的某个月的天数。</p>
<p><strong>输入：</strong></p>
<p>year 年份和月份 month</p>
<p><strong>输出：</strong></p>
<p>相应天数</p>
<p></p>",1,10,,1570499400,1571151600,1,0,0,1570510800,8,1,0,0,,,,,,0,0,,1,1570435687,0
23707,1717,武分支2--求银行存款利息,"<p>已知某年银行整存整取存款月息利率分别为：<br />一年期：3.50%<br />二年期：4.40%<br />三年期：5.00% <br />五年期：5.50%<br />其它：0</p>
<p>要求：输入存钱的本金和期限，求到期时利息与本金合计。</p>
<p>银行到期利息计算公式：利息＝本金×月息利率×存款年限</p>
<p>输入：金额money、存款年限year</p>",1,10,,1570499400,1571151600,1,0,0,1570546800,8,0,0,0,,,,,,0,0,,1,1570444874,0
23708,1717,武分支3--信号报告,"<p>无线电台的 RS 制信号报告是由两个部分组成的：</p>
<p>R(Readability) 信号可辨度即清晰度.</p>
<p>S(Strength) 信号强度即大小.</p>
<p>其中 R 位于报告第一位，共分5级，用1--5数字表示.</p>
<ol>
<li>Unreadable</li>
<li>Barely readable, occasional words distinguishable</li>
<li>Readable with considerable difficulty</li>
<li>Readable with practically no difficulty</li>
<li>Perfectly readable</li>
</ol>
<p>报告第二位是 S，共分九个级别，用1--9中的一位数字表示</p>
<ol>
<li>Faint signals, barely perceptible</li>
<li>Very weak signals</li>
<li>Weak signals</li>
<li>Fair signals</li>
<li>Fairly good signals</li>
<li>Good signals</li>
<li>Moderately strong signals</li>
<li>Strong signals</li>
<li>Extremely strong signals</li>
</ol>
<p>现在，你的程序要读入一个信号报告的数字，然后输出对应的含义。如读到59，则输出：</p>
<p>Extremely strong signals, perfectly readable.</p>
<p>输入格式：""%d""<br /> 一个整数，信号报告。<br />整数的十位部分表示可辨度，个位部分表示强度。输入的整数范围是[11,59]中的个位不为0的数字，这个范围外的数字不可能出现在测试数据中。</p>
<p>输出格式：<br /> 一句话，表示这个信号报告的意义。<br />按照题目中的文字，先输出表示强度的文字，跟上逗号和空格，然后是表示可辨度的文字，跟上句号。注意可辨度的句子的第一个字母是小写的。注意这里的标点符号都是英文的。</p>
<p>输入样例：33</p>
<p>输出样例：Weak signals, readable with considerable difficulty.</p>",1,10,,1570499400,1571151600,1,0,0,1570546800,8,1,0,0,,,,,,0,0,,1,1570439072,0
23709,1717,仲上机实验练习3.深秋歌会打分表,"<p>北理工马上就要举行深秋歌会了，经过若干次筛选之后，学校会评出最佳年度歌手。<br />每次评审的时候，有10个评委，他们依次给出自己的打分，最高分为10分，最低分为0分。</p>
<p>评审规则是：去掉一个最高分，去掉一个最低分，以剩余评委打分的平均值作为输出成绩；</p>
<p>例如：</p>
<p>输入：10，9.9，9.8，9.7，9.6，9.5，9.4，9.3，9.2，9.1</p>
<p>输出：9.55（保留两位小数）</p>
<p></p>
<p>这道题，不许使用数组，如果你非要使用数组，说明你的思路不够优化！浪费了资源！</p>",1,10,,1571277000,1575173400,1,0,0,1575173400,10,0,0,0,,,,,,0,0,,1,1573307876,1
23710,1717,仲上机实验练习2.质数的n次方,"<p>判断一个数，是否是一个质数的n次方。n不会超过8</p>
<p>输出Yes或者No</p>",1,10,,1571277000,1575173400,1,0,0,1575173400,8,0,0,0,,,,,,0,0,,1,1573307854,1
23711,1717,裴明涛-期中测验1,"<p>输入一个N位数，N大于等于2且小于8.</p>
<p>考察每一组两位数，判断每一组两位数都是质数的，请输出Yes，否则输出No。</p>
<p>例如：</p>
<p>537，中，有53，37两组两位数，都是质数，所以输出Yes</p>
<p>4236，有42，23，36三组两位数，且不都是质数，因此输出No</p>
<p></p>",1,30,,1573782600,1573791600,1,0,0,1573791600,8,0,0,0,,,,,,0,0,,1,1579545340,1
23712,1717,仲测验3-3,"<p>当初设计ASCII表的时候，有一个想法是把每一个字母对应一个数字，后来考虑到一些符号也要加入，就演变成了今天的ASCII表。</p>
<p>现在我们假定你是最初的计算机专家，你设计了一个字母数字对照表，如下：</p>
<table style=""width: 546px;"" cellspacing=""0"" cellpadding=""0"" border=""0""><colgroup><col width=""21"" span=""26"" /> </colgroup>
<tbody>
<tr height=""19"">
<td class=""xl64"" width=""21"" height=""19"">A</td>
<td class=""xl64"" width=""21"">B</td>
<td class=""xl64"" width=""21"">C</td>
<td class=""xl64"" width=""21"">D</td>
<td class=""xl64"" width=""21"">E</td>
<td class=""xl64"" width=""21"">F</td>
<td class=""xl64"" width=""21"">G</td>
<td class=""xl64"" width=""21"">H</td>
<td class=""xl64"" width=""21"">I</td>
<td class=""xl64"" width=""21"">J</td>
<td class=""xl64"" width=""21"">K</td>
<td class=""xl64"" width=""21"">L</td>
<td class=""xl64"" width=""21"">M</td>
<td class=""xl64"" width=""21"">N</td>
<td class=""xl64"" width=""21"">O</td>
<td class=""xl64"" width=""21"">P</td>
<td class=""xl64"" width=""21"">Q</td>
<td class=""xl64"" width=""21"">R</td>
<td class=""xl64"" width=""21"">S</td>
<td class=""xl64"" width=""21"">T</td>
<td class=""xl64"" width=""21"">U</td>
<td class=""xl64"" width=""21"">V</td>
<td class=""xl64"" width=""21"">W</td>
<td class=""xl64"" width=""21"">X</td>
<td class=""xl64"" width=""21"">Y</td>
<td class=""xl64"" width=""21"">Z</td>
</tr>
<tr height=""19"">
<td class=""xl64"" height=""19"">2</td>
<td class=""xl64"">19</td>
<td class=""xl64"">11</td>
<td class=""xl64"">21</td>
<td class=""xl64"">12</td>
<td class=""xl64"">3</td>
<td class=""xl64"">20</td>
<td class=""xl64"">9</td>
<td class=""xl64"">13</td>
<td class=""xl64"">1</td>
<td class=""xl64"">18</td>
<td class=""xl64"">10</td>
<td class=""xl64"">22</td>
<td class=""xl64"">6</td>
<td class=""xl64"">23</td>
<td class=""xl64"">14</td>
<td class=""xl64"">7</td>
<td class=""xl64"">24</td>
<td class=""xl64"">15</td>
<td class=""xl64"">8</td>
<td class=""xl64"">16</td>
<td class=""xl64"">26</td>
<td class=""xl64"">25</td>
<td class=""xl64"">4</td>
<td class=""xl64"">17</td>
<td class=""xl64"">5</td>
</tr>
</tbody>
</table>
<p></p>
<p>那么，对于给定的字符串（小于等于100），是可以置换成数字的。假定你还没有对小写字母和其他字符设计对应的数字，那就保持原来的符号吧。</p>",1,30,,1574061000,1574068800,1,0,0,1574068800,8,0,0,0,,,,,,0,0,,1,1574060654,1
23713,1717,仲期中测验3-3,"<p>总有些字符串中，存在一些重复出现的字符，请将每一个字符串中重复出现的最后一个字符替换成相应的重复数。</p>
<p>例如，在aaa字符串中，a重复了3次，那么就将最后一个a替换为3，即aa3</p>
<p>只出现1次的，当然就不用处理了，因为没有出现重复次数嘛</p>
<p>我们这里的字符串，在变换后长度也不会超过100的</p>
<p></p>
<p></p>",1,40,,1573696200,1573706400,1,0,0,1573705200,8,0,0,0,,,,,,0,0,,1,1573705785,1
23714,1717,仲期中测验3-2,"<p>有些字符串是可以转成数字的，例如“123”，有些则不能，例如“aa27”</p>
<p>如果能直接转换，我们当然就非常容易地做到了，但我们这次的任务是抽取字符串中的数字，将他们乘3之后，再写回到原来的位置。</p>
<p>例如：a39c，经过抽取，乘3之后，再写回去，就变成了a117c。</p>
<p>当然，字符串中可能不止一个这样的数字。字符串总的长度（变化之后）不会超过100的。</p>
<p></p>
<p></p>
<p></p>",1,30,,1573696200,1573705200,1,0,0,1573705200,8,0,0,0,,,,,,0,0,,1,1573686099,1
23715,1717,仲期中测试1-7,"<p>在一个给定的字符串中，存在若干个子串，即对于一个长度为的字串有n（n+1）/2个非空子串， 例如“abc”的子串包括：""a"",""b"",""c"",""ab"",""bc"",""abc"",</p>
<p>在这些子串中，存在一些按照升序排列的子串，求出他们的个数。</p>
<p>单个字符构成的字符串可以理解为升序排列的。</p>
<p>例如：输入“abc”，则输出6</p>
<p></p>
<p></p>",1,0,,1543369800,1543378800,1,0,0,1543378800,8,0,0,0,,,,,,0,0,,1,1543378104,1
23716,1717,仲期中测试1-8,"<p>有一连串的字符串，它们有若干个子串，其中有一些子串是由一些单词组成的。</p>
<p>比如：""printf""子串中存在""int""，这就和我们C语言中的关键字重叠了,有时候，这样的子串，还不止一个。</p>
<p>给定一组字符串，给定一个关键字，请你计算出这些字符串所有的子串中与这个关键字发生重叠的次数。</p>
<p></p>
<p></p>",1,40,,1573694400,1573705200,1,0,0,1573705200,8,0,0,0,,,,,,0,0,,1,1573685951,1
23730,1717,14. 【小学生】大小写字母转换,"<p>我们知道，英文字母是分大小写的，下面我们需要编写一个简单的程序，将输入的全部小写字母变换为大写字母，大写字母变换为小写字母，非写字母保持不变。</p>
<p><b>输入：</b><b></b></p>
<p>??? 一个字符</p>
<p><b>输出：</b><b></b></p>
<p>??? 变换后的字符</p>",1,5,,1539129600,1540050900,1,0,0,1540050900,8,0,0,0,,,,,,0,0,,1,1539136208,1
